<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20110829,000000,202.8500000,206.6700000,202.5500000,206.5000000,4309292
20110830,000000,205.7100000,212.4900000,204.3214000,210.7800000,5728287
20110831,000000,212.3300000,216.1700000,211.3500000,215.2800000,6846757
20110901,000000,215.2800000,217.6400000,211.6200000,212.5400000,5005182
20110902,000000,208.9400000,210.6900000,207.0000000,210.0000000,3990800
20110906,000000,204.5600000,216.6000000,204.4700000,215.8900000,5917701
20110907,000000,218.8000000,220.1900000,214.2200000,219.9300000,4943833
20110908,000000,218.3000000,220.6400000,216.3400000,217.2600000,4105525
20110909,000000,215.0000000,216.9600000,209.7500000,211.5300000,4203635
20110912,000000,208.9400000,216.6600000,208.6500000,216.4900000,4900043
20110913,000000,217.7800000,219.9500000,215.0100000,219.4800000,4617193
20110914,000000,220.2200000,224.9900000,216.7240000,222.3800000,5627608
20110915,000000,224.0400000,227.2000000,221.2500000,226.8400000,5304127
20110916,000000,227.4400000,240.4400000,226.7400000,239.5100000,9864189
20110919,000000,237.0000000,244.0000000,232.8801000,241.6500000,7979212
20110920,000000,240.8000000,241.0500000,231.0300000,233.0200000,6982852
20110921,000000,234.5100000,240.5200000,231.8100000,231.8700000,5691599
20110922,000000,224.8300000,228.7900000,219.0000000,223.2400000,7836861
20110923,000000,220.8000000,224.4900000,219.0610000,223.5100000,6212148
20110926,000000,227.4800000,230.2400000,221.4000000,230.0000000,5541639
20110927,000000,234.2200000,234.7500000,222.4000000,224.2100000,7555690
20110928,000000,226.3500000,235.8100000,225.6000000,229.5100000,14077158
20110929,000000,234.1700000,234.3000000,216.2900000,222.4800000,9048200
20110930,000000,218.1900000,223.0000000,215.2100000,216.1400000,5918724
20111003,000000,217.4500000,221.6000000,211.3900000,212.1000000,6189274
20111004,000000,209.6200000,215.0000000,200.4300000,215.0000000,8361152
20111005,000000,212.5300000,220.1700000,208.4810000,219.3000000,6202097
20111006,000000,220.2500000,223.6200000,217.5500000,221.6800000,6580188
20111007,000000,222.6000000,227.9000000,218.4100000,224.7900000,6445628
20111010,000000,226.0600000,232.8000000,224.1000000,231.3200000,4884681
20111011,000000,230.6000000,236.7500000,229.0000000,235.4700000,4845086
20111012,000000,236.8300000,241.8400000,234.3300000,236.9300000,6140186
20111013,000000,237.0000000,239.6800000,235.2300000,236.1400000,4521435
20111014,000000,240.8700000,246.7100000,240.1800000,246.6000000,5548244
20111017,000000,244.4000000,244.9300000,240.6700000,242.3900000,4505540
20111018,000000,242.3400000,244.6100000,236.6240000,243.8200000,4296286
20111019,000000,240.6600000,243.3300000,229.2500000,231.6100000,6185614
20111020,000000,232.1300000,234.7390000,229.8000000,233.5200000,4289080
20111021,000000,236.9100000,236.9999000,230.6000000,234.9000000,4306120
20111024,000000,236.0200000,240.4700000,234.0000000,237.5460000,4749268
20111025,000000,238.6500000,239.0100000,225.8900000,227.2500000,8593529
20111026,000000,203.6900000,207.5800000,196.5100000,198.3400000,22390566
20111027,000000,204.2500000,208.6000000,201.1000000,206.6300000,10111229
20111028,000000,206.6500000,218.4000000,205.7500000,217.3200000,9462994
20111031,000000,215.7900000,218.8900000,213.0400000,213.5000000,6530816
20111101,000000,208.0000000,216.2100000,207.4300000,212.1200000,8242276
20111102,000000,215.6200000,216.7900000,212.7200000,215.5700000,5280931
20111103,000000,216.0300000,218.5000000,213.0200000,218.3700000,5007215
20111104,000000,217.6300000,218.2300000,214.3308000,216.4800000,3811465
20111107,000000,216.8400000,220.2000000,214.0000000,216.8100000,3704831
20111108,000000,219.1400000,219.3500000,215.2100000,218.4100000,3732170
20111109,000000,214.9500000,215.7000000,210.6000000,211.2200000,4332310
20111110,000000,213.2300000,214.0592000,208.1000000,210.8000000,4765885
20111111,000000,212.5900000,217.8800000,210.3100000,217.3200000,4880440
20111114,000000,215.6500000,222.3500000,214.2500000,219.0700000,6281989
20111115,000000,218.0000000,220.3275000,214.2600000,217.7800000,5510693
20111116,000000,216.2750000,216.9700000,211.2300000,212.1100000,5131460
20111117,000000,212.5100000,212.9000000,202.1000000,204.6600000,7645707
20111118,000000,205.3300000,205.3400000,197.1100000,197.1500000,7866581
20111121,000000,193.3400000,193.3600000,185.0500000,189.3300000,11022219
20111122,000000,186.9500000,194.0400000,183.5800000,192.3400000,9528046
20111123,000000,193.0000000,194.6000000,187.8900000,188.9900000,7636986
20111125,000000,190.1500000,190.8300000,181.5100000,183.0500000,4800325
20111128,000000,191.7600000,194.6197000,190.5400000,194.1400000,6524885
20111129,000000,194.7600000,195.5000000,187.3000000,188.4200000,6395886
20111130,000000,194.7600000,195.3000000,188.7500000,192.2779000,6869335
20111201,000000,191.5700000,198.0750000,191.5700000,197.0600000,7107211
20111202,000000,197.1100000,199.6600000,195.1800000,196.0100000,6797593
20111205,000000,198.9100000,199.0000000,193.6677000,196.2700000,5695716
20111206,000000,195.8500000,198.3200000,190.1100000,191.9900000,4995470
20111207,000000,191.0300000,196.7100000,189.1200000,195.2500000,5940020
20111208,000000,193.5800000,195.8900000,190.0800000,190.4800000,4114134
20111209,000000,191.2100000,193.9500000,188.4000000,193.1200000,4932545
20111212,000000,190.0400000,191.1500000,187.6300000,189.5300000,4105880
20111213,000000,188.5600000,189.6800000,178.5000000,180.5000000,8654931
20111214,000000,178.6800000,180.7500000,170.2500000,180.1800000,11319566
20111215,000000,182.1000000,184.7990000,179.5300000,181.2600000,6124354
20111216,000000,182.4200000,184.4100000,180.3100000,181.2600000,5642672
20111219,000000,182.0000000,183.1700000,179.0000000,179.4800000,4244661
20111220,000000,182.6900000,183.1700000,180.5400000,182.5600000,4262283
20111221,000000,181.9200000,183.5000000,172.4900000,174.3500000,7557420
20111222,000000,175.2200000,179.6700000,174.2100000,178.9900000,4417049
20111223,000000,179.2200000,179.6800000,175.6000000,177.2800000,3339411
20111227,000000,177.7300000,178.5947000,176.1600000,176.2700000,2840333
20111228,000000,176.5000000,176.6500000,172.2800000,173.9600000,3445574
